index,r,ug,gr,ri,iz,zy,Z
21693.0,24.78338139052209,0.23940781088666796,0.38186955657585386,0.34580222076082734,0.5592405371003295,0.19218196617671524,1.1033659959397997
1367.0,23.704440018327087,0.8141462947004001,1.141251228743723,0.4628072773192464,0.29132986177494047,0.2636478285419628,0.42788556536488603
50986.0,22.4839447841266,0.6386843189159066,0.935243494837561,0.6865987709490327,0.263386510983743,0.22673147447932607,0.5832953091759177
56108.0,24.279395666405208,0.31467902427516137,0.24326799128776244,0.44741704414618155,0.280008399319879,0.527769679136636,1.4893327375524288
62961.0,21.14213696817766,2.643362428233857,1.5818237144352665,1.020673628438157,0.41056499242948163,0.2530811124195438,0.5532538373432161
35013.0,20.560284460988147,1.9728056223333255,1.5197594868502051,0.7057839033614322,0.32764572283128146,0.21863986464142826,0.46804206684626537
73336.0,24.48754803135065,0.5689810829908808,0.7194234952459837,0.5714923330087984,0.5358973672343765,0.16808600126994477,0.9984089691294616
68121.0,24.38537757693776,0.3678060613219287,0.5940690172948919,0.6600303227924442,0.5061416185390222,0.14456482620447275,0.9855732892313785
58629.0,24.9264029072354,0.7829993366245844,0.7520024353958696,0.7936372186409173,0.2272338481329399,0.16300815434338034,0.7286215976594059
56935.0,23.271073122725312,0.2128309249578244,0.44143270144232005,0.5794989298484836,0.7451366013560019,0.34790415153764087,1.1056383468791915
27076.0,23.98104446172937,0.49564995818453994,0.8223086161334692,0.7216348146677163,0.1849723208754419,0.1340727007629745,0.6822917639163413
78539.0,24.428253865210273,0.14381408922067962,0.1831284704457552,0.03880127793823718,0.19059879452767703,0.20125143210551855,2.033516121709603
36655.0,22.62495062195982,1.6744810970353967,1.3409868426841136,0.49309004929353506,0.38066307931531185,0.1351175737903283,0.35130043411957507
59178.0,20.75614964388108,1.0401091500696715,1.0323838801245024,0.7457323772813211,0.2631009603421717,0.21606234346574027,0.6036822142167503
12051.0,26.511257452262413,1.4441812956056914,0.7520165479872318,0.3626541871580322,0.12448191379899143,0.0935631918537041,0.2339142311987928
89250.0,22.938621302470477,0.5286500377653702,0.9403083892285125,0.3389865177964033,0.13258335540857757,0.26548850081336894,0.49684190437656767
30539.0,22.302141178091777,0.8447792174044402,0.9532812129676493,0.47652366549632674,0.19708400273332316,0.17796385468356135,0.5377983658176722
23157.0,24.89232960074713,0.6304553210789372,0.8269329238127092,0.8533551620410442,0.4427797413961976,0.13938891711557133,0.8914105399725305
16215.0,23.584394898382072,0.5348565877597125,0.9475090551157486,0.32791737076865957,0.11578376815113955,0.26326476874821836,0.49657619846847156
42570.0,22.845449975123813,0.6844417592507561,0.8331163230358491,0.25896218490333567,0.2952342459260002,0.004736582321449134,0.3412474872399133
20184.0,24.574540594161583,0.6597743392547208,0.7549876498400074,0.5090530812682559,0.6697658853363748,0.3886102519709276,1.2080210095042527
79112.0,25.23312578603647,0.11891984435189684,0.2144498352056594,0.2532538251884482,0.26623579816980936,0.2065879022434025,1.7094612121750872
49575.0,24.627947152118814,0.3560159032682044,0.6388879418808813,0.7852828469628719,0.2710575674821172,0.15775190456216492,0.7352874199145408
