index,r,ug,gr,ri,iz,zy,Z
5841.0,24.647951002368508,0.8443368280823833,0.7735561118056467,0.43380929373616084,0.15788711198487704,0.12177280279789215,0.5667773766785851
99462.0,22.15266317956043,2.294849907757822,1.5642254732891985,0.8045508440656413,0.3681408893044811,0.21617080415631662,0.48668280024803595
7307.0,24.42637970436468,0.4133673393402475,0.5824433861931411,0.5260749056206855,0.6564989859123038,0.43767184035849027,1.2028334085222678
74502.0,26.616651805401133,0.2499280674162243,0.18430170926550105,0.11988325485171103,0.15795901856240846,0.3396110504316141,2.25035947978548
60104.0,26.518014328835324,0.2961043040818474,0.6481021628941512,0.8715083275626405,0.4692342367093687,0.1884433325680348,0.9094828889499499
11964.0,24.88843125226878,0.29679031603672,0.2997485056230005,0.3794294315829525,0.5428089040912454,0.4119963395233732,1.2638303819095134
82161.0,24.739047420832463,0.06185669845469022,0.10895619384639943,-0.04186243019847069,0.08176856320424619,0.14473821117540808,2.0115018563544678
95288.0,23.589082486047403,0.7649599442435857,0.4765001287213906,0.31351640557993576,0.1336033788428388,0.11214052391094498,0.11204555550330128
97071.0,24.58584444361267,0.9857350581939528,0.9353373344962961,0.9805831171973018,0.8733921759746472,0.6549845347097509,1.2451172734289953
57171.0,24.911543163006456,0.6704140449298812,0.836587036798079,0.28089161447273625,0.1719569222152515,0.14792267639804635,0.44655577871379754
84735.0,23.615229618617274,2.0945999826179715,2.291185513263411,1.2032845560308019,0.9267215417262769,0.3400741397288627,0.8812575325424054
37286.0,25.895397857694462,0.11270039109976437,0.3151158706949211,0.16138244518675293,-0.04956340930290537,0.0623156953171744,0.569837120109382
59505.0,22.425737149865217,0.8848947430499088,0.9118911058260117,0.5556206698036767,0.14901632389678454,0.14656465138938302,0.6060773722056297
56838.0,24.94276128837238,0.91806067709404,0.7037597404300868,0.8590675437491413,0.495082747994676,0.6907499757574698,1.365947410291205
56172.0,26.214839719301555,0.8676633445140105,0.6216554074820166,0.7342311843330869,0.36293936614847055,0.5146507237544249,1.5464186588425535
29755.0,24.84346125374916,1.41809887238783,2.502384303879623,1.1843414404241912,0.9770080514627537,0.6717311067738763,1.0994400811963145
40108.0,25.133658118703973,0.060334186924428934,0.3103400760366455,0.35156151468513386,0.107061289387552,0.011759796325641503,0.6781132306729005
10876.0,25.454827735955305,0.48443339426588494,0.6627281319356086,0.27181239788789213,0.09313749546733874,0.13207528547056313,0.5304266484358182
38158.0,25.774523886019487,0.8296221594400919,0.8601754105464678,0.4711888836560121,0.17701672300583837,0.15265909085780294,0.5603516155063399
49314.0,26.68469513420795,2.230524354180581,1.9438795303843293,1.2494355120017033,0.717024001047502,0.28681190718241467,0.7964327661112031
98326.0,26.807924712599455,0.44598833794093196,0.6044753612283671,0.5008503640003852,0.7341503168326646,0.26732150056183457,1.1499830861333933
